,ts,action,img_path,user_x,lat,lon
14405,1600762140.0,work,./ETRI_data_RP_png/user02/1600700400/RP/1600762140.png,user02,37.52151826666668,127.0327121777778
14411,1600762140.0,work,./ETRI_data_RP_png/user04/1600726800/RP/1600762140.png,user04,37.47767955833333,127.12232240833332
14417,1601104320.0,shop,./ETRI_data_RP_png/user12/1601076000/RP/1601104320.png,user12,37.560227275,126.98082489166669
14423,1601104320.0,travel,./ETRI_data_RP_png/user02/1601046000/RP/1601104320.png,user02,37.52982765,127.037602925
14428,1601104320.0,socialising,./ETRI_data_RP_png/user04/1601079300/RP/1601104320.png,user04,37.43516622,127.13842049999998
14443,1599905100.0,socialising,./ETRI_data_RP_png/user04/1599859800/RP/1599905100.png,user04,37.52201020555556,127.0312929333333
14447,1599905100.0,sleep,./ETRI_data_RP_png/user02/1599893100/RP/1599905100.png,user02,37.530056675,127.03768388333332
14463,1600595880.0,socialising,./ETRI_data_RP_png/user04/1600558200/RP/1600595880.png,user04,37.4349446,127.13886831818184
14480,1600758240.0,work,./ETRI_data_RP_png/user02/1600700400/RP/1600758240.png,user02,37.52151696666667,127.0327017
14485,1600758240.0,work,./ETRI_data_RP_png/user04/1600726800/RP/1600758240.png,user04,37.4776986,127.122365075
14494,1601018940.0,work,./ETRI_data_RP_png/user04/1600986000/RP/1601018940.png,user04,37.477857490000005,127.12284391
14497,1601018940.0,work,./ETRI_data_RP_png/user02/1600961640/RP/1601018940.png,user02,37.5215303,127.03270675555557
14501,1599288960.0,meal,./ETRI_data_RP_png/user04/1599261300/RP/1599288960.png,user04,35.35003196875,126.3880426
14521,1599891600.0,shop,./ETRI_data_RP_png/user12/1599867000/RP/1599891600.png,user12,37.42990367,126.424324665
14530,1600252500.0,outdoor_act,./ETRI_data_RP_png/user04/1600207800/RP/1600252500.png,user04,37.481232608333336,127.14257161666669
14535,1600770420.0,work,./ETRI_data_RP_png/user04/1600726800/RP/1600770420.png,user04,37.47771057272726,127.12278982727274
14544,1600770420.0,meal,./ETRI_data_RP_png/user02/1600700400/RP/1600770420.png,user02,37.51994869999999,127.03157325833337
14553,1600125120.0,socialising,./ETRI_data_RP_png/user04/1600122300/RP/1600125120.png,user04,37.43498650833333,127.13888825833332
14560,1599043800.0,meal,./ETRI_data_RP_png/user04/1599001800/RP/1599043800.png,user04,37.43492031666666,127.13886390833332
14572,1600756620.0,work,./ETRI_data_RP_png/user04/1600726800/RP/1600756620.png,user04,37.47765654166667,127.12298221666664
14576,1600756620.0,work,./ETRI_data_RP_png/user02/1600700400/RP/1600756620.png,user02,37.52150901666666,127.0327057666667
14587,1599216660.0,household,./ETRI_data_RP_png/user04/1599174600/RP/1599216660.png,user04,37.434961358333325,127.1388912
14590,1599216660.0,socialising,./ETRI_data_RP_png/user02/1599146220/RP/1599216660.png,user02,37.52163674545454,127.03265372727272
14597,1599295680.0,travel,./ETRI_data_RP_png/user04/1599261300/RP/1599295680.png,user04,35.139738119047614,126.79280833809524
14607,1599281040.0,meal,./ETRI_data_RP_png/user04/1599261300/RP/1599281040.png,user04,35.17820412499999,126.92453654166664
14612,1601185200.0,household,./ETRI_data_RP_png/user04/1601163000/RP/1601185200.png,user04,37.44040120625,127.14498345
14618,1601185200.0,shop,./ETRI_data_RP_png/user06/1601179860/RP/1601185200.png,user06,37.5136662,127.04582859999998
14631,1599104880.0,meal,./ETRI_data_RP_png/user04/1599085500/RP/1599104880.png,user04,37.47777239333334,127.12317605333332
14638,1599104880.0,meal,./ETRI_data_RP_png/user02/1599058800/RP/1599104880.png,user02,37.52394105333334,127.02823114666668
14648,1601181840.0,socialising,./ETRI_data_RP_png/user04/1601163000/RP/1601181840.png,user04,37.43822577647059,127.14543508235296
14652,1600680180.0,work,./ETRI_data_RP_png/user04/1600640400/RP/1600680180.png,user04,37.4777537,127.122579425
14686,1599543900.0,work,./ETRI_data_RP_png/user04/1599522960/RP/1599543900.png,user04,37.477670325,127.12233238333334
14692,1599564720.0,outdoor_act,./ETRI_data_RP_png/user04/1599522960/RP/1599564720.png,user04,37.43496850833333,127.13888671666663
14695,1598929920.0,meal,./ETRI_data_RP_png/user04/1598912400/RP/1598929920.png,user04,37.48083506666666,127.122383675
14697,1598929920.0,meal,./ETRI_data_RP_png/user02/1598886000/RP/1598929920.png,user02,37.5214348,127.03012743
14702,1601034420.0,outdoor_act,./ETRI_data_RP_png/user04/1600986000/RP/1601034420.png,user04,37.481198866666666,127.14260245
14722,1599191160.0,meal,./ETRI_data_RP_png/user04/1599174600/RP/1599191160.png,user04,37.43528626666666,127.138778925
14724,1599888960.0,recreation_etc,./ETRI_data_RP_png/user04/1599859800/RP/1599888960.png,user04,37.43524448,127.13845980499998
14747,1600855920.0,travel,./ETRI_data_RP_png/user04/1600816860/RP/1600855920.png,user04,37.48120353125,127.14233968125
14758,1600599240.0,recreation_media,./ETRI_data_RP_png/user04/1600558200/RP/1600599240.png,user04,37.434925033333336,127.13885255833333
14765,1600599240.0,household,./ETRI_data_RP_png/user02/1600592340/RP/1600599240.png,user02,37.52985538461538,127.03764329999998
14770,1599434040.0,travel,./ETRI_data_RP_png/user04/1599430860/RP/1599434040.png,user04,37.46549997499999,127.1263703
14776,1600433340.0,travel,./ETRI_data_RP_png/user04/1600380900/RP/1600433340.png,user04,37.43748137,127.14138842499996
14784,1599037740.0,meal,./ETRI_data_RP_png/user02/1598972400/RP/1599037740.png,user02,37.5215296,127.03270932222222
14788,1599554640.0,work,./ETRI_data_RP_png/user04/1599522960/RP/1599554640.png,user04,37.47796516470588,127.12218921176472
14799,1600739160.0,work,./ETRI_data_RP_png/user02/1600700400/RP/1600739160.png,user02,37.5215188875,127.0327093375
14805,1600739160.0,work,./ETRI_data_RP_png/user04/1600726800/RP/1600739160.png,user04,37.477780466666665,127.122582775
14817,1600907580.0,work,./ETRI_data_RP_png/user04/1600899900/RP/1600907580.png,user04,37.47770285,127.12227536666666
14823,1600065900.0,work,./ETRI_data_RP_png/user04/1600035000/RP/1600065900.png,user04,37.477731258333336,127.12274293333331
14836,1599217980.0,socialising,./ETRI_data_RP_png/user02/1599146220/RP/1599217980.png,user02,37.52163828333334,127.03265460833332
14841,1599217980.0,recreation_etc,./ETRI_data_RP_png/user04/1599174600/RP/1599217980.png,user04,37.43495790833334,127.13890240833332
14845,1599117900.0,work,./ETRI_data_RP_png/user04/1599085500/RP/1599117900.png,user04,37.477737966666666,127.12315214999995
14848,1599117900.0,work,./ETRI_data_RP_png/user02/1599058800/RP/1599117900.png,user02,37.521443833333336,127.03275517777776
14852,1599454560.0,work,./ETRI_data_RP_png/user04/1599430860/RP/1599454560.png,user04,37.47771778333334,127.12270061666663
14860,1599980040.0,shop,./ETRI_data_RP_png/user12/1599951120/RP/1599980040.png,user12,37.54650068888888,127.01296622222225
14871,1599980040.0,recreation_media,./ETRI_data_RP_png/user04/1599957060/RP/1599980040.png,user04,37.43510348333333,127.13833611666664
14878,1599980040.0,recreation_media,./ETRI_data_RP_png/user02/1599922800/RP/1599980040.png,user02,37.52978993333334,127.03748750833334
14882,1599784620.0,work,./ETRI_data_RP_png/user04/1599776160/RP/1599784620.png,user04,37.47769405,127.12234344166666
14886,1600763160.0,work,./ETRI_data_RP_png/user04/1600726800/RP/1600763160.png,user04,37.477675266666665,127.1223281
14895,1601006400.0,work,./ETRI_data_RP_png/user04/1600986000/RP/1601006400.png,user04,37.47752627142857,127.1230239
14898,1601006400.0,work,./ETRI_data_RP_png/user02/1600961640/RP/1601006400.png,user02,37.52180241666667,127.03263089166666
14918,1600504320.0,work,./ETRI_data_RP_png/user04/1600470000/RP/1600504320.png,user04,37.43492564166667,127.13886550833332
14930,1598920380.0,work,./ETRI_data_RP_png/user04/1598912400/RP/1598920380.png,user04,37.47771876666666,127.122675875
14932,1598920380.0,work,./ETRI_data_RP_png/user02/1598886000/RP/1598920380.png,user02,37.521572544444446,127.03277422222222
14936,1599276660.0,travel,./ETRI_data_RP_png/user04/1599261300/RP/1599276660.png,user04,35.178291665,126.920878015
14948,1601198580.0,household,./ETRI_data_RP_png/user04/1601163000/RP/1601198580.png,user04,37.434956850000006,127.13888691666666
14956,1600418460.0,work,./ETRI_data_RP_png/user04/1600380900/RP/1600418460.png,user04,37.477838425,127.12252120833334
14960,1599971640.0,meal,./ETRI_data_RP_png/user02/1599922800/RP/1599971640.png,user02,37.52975906666667,127.03756145
14977,1599199080.0,work,./ETRI_data_RP_png/user04/1599174600/RP/1599199080.png,user04,37.47768870833334,127.122955825
14981,1600657380.0,meal,./ETRI_data_RP_png/user04/1600640400/RP/1600657380.png,user04,37.47731974166667,127.12577588333336
14990,1600657380.0,meal,./ETRI_data_RP_png/user02/1600614000/RP/1600657380.png,user02,37.52242960833333,127.03294535833332
14998,1598938860.0,work,./ETRI_data_RP_png/user02/1598886000/RP/1598938860.png,user02,37.52157533333333,127.03277305555557
15007,1598872800.0,outdoor_act,./ETRI_data_RP_png/user04/1598828400/RP/1598872800.png,user04,37.43359313,127.136678175
15010,1600595160.0,household,./ETRI_data_RP_png/user02/1600592340/RP/1600595160.png,user02,37.52604507272727,127.03869966818182
15032,1599283260.0,travel,./ETRI_data_RP_png/user04/1599261300/RP/1599283260.png,user04,35.162111255000006,126.865625045
15041,1599042780.0,meal,./ETRI_data_RP_png/user04/1599001800/RP/1599042780.png,user04,37.434942,127.138868825
15044,1599042780.0,work,./ETRI_data_RP_png/user02/1598972400/RP/1599042780.png,user02,37.52156121111111,127.03272158888892
15048,1599195900.0,work,./ETRI_data_RP_png/user04/1599174600/RP/1599195900.png,user04,37.477690933333335,127.12255370833331
15059,1599041100.0,work,./ETRI_data_RP_png/user02/1598972400/RP/1599041100.png,user02,37.52179940833333,127.03261970833334
15064,1599041100.0,household,./ETRI_data_RP_png/user04/1599001800/RP/1599041100.png,user04,37.43491263333333,127.13887315
15073,1599371940.0,meal,./ETRI_data_RP_png/user04/1599347400/RP/1599371940.png,user04,37.43496351666668,127.13889849166668
15083,1599370380.0,entertainment,./ETRI_data_RP_png/user12/1599345000/RP/1599370380.png,user12,37.427706533333335,128.11209393333334
15088,1599370380.0,household,./ETRI_data_RP_png/user04/1599347400/RP/1599370380.png,user04,37.434952518181824,127.13889375454546
15091,1600748100.0,work,./ETRI_data_RP_png/user02/1600700400/RP/1600748100.png,user02,37.521514333333336,127.0327074111111
15102,1600748100.0,work,./ETRI_data_RP_png/user04/1600726800/RP/1600748100.png,user04,37.47767598333333,127.12229445833331
15118,1599450240.0,work,./ETRI_data_RP_png/user04/1599430860/RP/1599450240.png,user04,37.477688975,127.12245435833334
15128,1599132240.0,work,./ETRI_data_RP_png/user02/1599058800/RP/1599132240.png,user02,37.52172157777778,127.03285097777776
15133,1599132240.0,household,./ETRI_data_RP_png/user04/1599085500/RP/1599132240.png,user04,37.434966975,127.13890038333334
15135,1599027060.0,work,./ETRI_data_RP_png/user04/1599001800/RP/1599027060.png,user04,37.47773585,127.12283091666669
15141,1599019800.0,meal,./ETRI_data_RP_png/user04/1599001800/RP/1599019800.png,user04,37.47788121578948,127.1230707
15148,1599019800.0,work,./ETRI_data_RP_png/user02/1598972400/RP/1599019800.png,user02,37.52158968888889,127.03275075555555
15152,1599266880.0,travel,./ETRI_data_RP_png/user04/1599261300/RP/1599266880.png,user04,37.48554898333333,127.10445293333332
15157,1599915840.0,socialising,./ETRI_data_RP_png/user04/1599859800/RP/1599915840.png,user04,37.600894715,126.91705134499998
15162,1599818700.0,personal_care,./ETRI_data_RP_png/user06/1599757200/RP/1599818700.png,user06,37.51382484,127.04590684
15165,1600831920.0,meal,./ETRI_data_RP_png/user02/1600786800/RP/1600831920.png,user02,37.521011525,127.0289583875
15193,1600861680.0,outdoor_act,./ETRI_data_RP_png/user04/1600816860/RP/1600861680.png,user04,37.4812152,127.142605175
15205,1600937700.0,work,./ETRI_data_RP_png/user04/1600899900/RP/1600937700.png,user04,37.47775959166667,127.12251641666666
15208,1600920000.0,travel,./ETRI_data_RP_png/user04/1600899900/RP/1600920000.png,user04,37.436267115,127.12821853
15233,1598848080.0,travel,./ETRI_data_RP_png/user04/1598828400/RP/1598848080.png,user04,37.60646168,127.031099015
15236,1600902060.0,travel,./ETRI_data_RP_png/user04/1600899900/RP/1600902060.png,user04,37.438916555,127.12803559
15248,1601025900.0,work,./ETRI_data_RP_png/user04/1600986000/RP/1601025900.png,user04,37.47773424545455,127.12258983636362
15253,1599121800.0,work,./ETRI_data_RP_png/user02/1599058800/RP/1599121800.png,user02,37.521202433333336,127.03316376666665
15257,1599121800.0,work,./ETRI_data_RP_png/user04/1599085500/RP/1599121800.png,user04,37.477711225,127.122637125
15263,1600741140.0,work,./ETRI_data_RP_png/user02/1600700400/RP/1600741140.png,user02,37.52151734444445,127.03270659999998
15271,1598835360.0,travel,./ETRI_data_RP_png/user04/1598828400/RP/1598835360.png,user04,37.48284635500001,127.112887835
15276,1600405800.0,shop,./ETRI_data_RP_png/user11/1600354800/RP/1600405800.png,user11,37.27458540625,127.0168911125
15286,1599553320.0,work,./ETRI_data_RP_png/user04/1599522960/RP/1599553320.png,user04,37.47781838181818,127.1224266818182
15292,1600910400.0,work,./ETRI_data_RP_png/user04/1600899900/RP/1600910400.png,user04,37.477669525,127.12232866666666
15315,1600603260.0,outdoor_act,./ETRI_data_RP_png/user04/1600558200/RP/1600603260.png,user04,37.434929925,127.13887005833332
15318,1600603260.0,study,./ETRI_data_RP_png/user02/1600592340/RP/1600603260.png,user02,37.52985095,127.03756745833331
15331,1599988320.0,work,./ETRI_data_RP_png/user02/1599922800/RP/1599988320.png,user02,37.52115778,127.03313831
15347,1599988320.0,meal,./ETRI_data_RP_png/user04/1599957060/RP/1599988320.png,user04,37.434940275,127.138888875
15351,1600666920.0,work,./ETRI_data_RP_png/user04/1600640400/RP/1600666920.png,user04,37.477633950000005,127.1226264416667
15367,1600504200.0,work,./ETRI_data_RP_png/user04/1600470000/RP/1600504200.png,user04,37.434922025,127.13886615833336
15378,1600867200.0,socialising,./ETRI_data_RP_png/user04/1600816860/RP/1600867200.png,user04,37.4349387,127.13886190833335
15396,1599982080.0,personal_care,./ETRI_data_RP_png/user02/1599922800/RP/1599982080.png,user02,37.52996812631579,127.03736933157894
15402,1599982080.0,recreation_media,./ETRI_data_RP_png/user04/1599957060/RP/1599982080.png,user04,37.438444825,127.13948628000004
15436,1600508820.0,household,./ETRI_data_RP_png/user04/1600470000/RP/1600508820.png,user04,37.43493488461539,127.13886641538464
15440,1599388140.0,meal,./ETRI_data_RP_png/user04/1599347400/RP/1599388140.png,user04,37.43494649090909,127.1388921
15457,1599285240.0,travel,./ETRI_data_RP_png/user04/1599261300/RP/1599285240.png,user04,35.26216619166667,126.51012738333336
15459,1599285240.0,shop,./ETRI_data_RP_png/user12/1599257400/RP/1599285240.png,user12,36.598015200000006,126.5041586
15466,1599870660.0,recreation_media,./ETRI_data_RP_png/user04/1599859800/RP/1599870660.png,user04,37.43495043333333,127.13888691666664
15475,1599887220.0,recreation_etc,./ETRI_data_RP_png/user04/1599859800/RP/1599887220.png,user04,37.43502759,127.138720695
15490,1600755000.0,work,./ETRI_data_RP_png/user04/1600726800/RP/1600755000.png,user04,37.4777762,127.12270891666668
15497,1599370800.0,household,./ETRI_data_RP_png/user04/1599347400/RP/1599370800.png,user04,37.434980458333335,127.13891758333334
15498,1599370800.0,entertainment,./ETRI_data_RP_png/user12/1599345000/RP/1599370800.png,user12,37.427715525,128.11209075
15518,1600496880.0,work,./ETRI_data_RP_png/user04/1600470000/RP/1600496880.png,user04,37.43494720909092,127.13886586363635
15526,1600587720.0,recreation_media,./ETRI_data_RP_png/user04/1600558200/RP/1600587720.png,user04,37.43496180833333,127.138862275
15533,1600604400.0,personal_care,./ETRI_data_RP_png/user04/1600558200/RP/1600604400.png,user04,37.434975075,127.138890975
15535,1600604400.0,study,./ETRI_data_RP_png/user02/1600592340/RP/1600604400.png,user02,37.52981985384615,127.0376509076923
15546,1600864320.0,travel,./ETRI_data_RP_png/user04/1600816860/RP/1600864320.png,user04,37.46939428,127.13092332
15562,1599109560.0,work,./ETRI_data_RP_png/user02/1599058800/RP/1599109560.png,user02,37.52085028888888,127.03257333333332
15571,1599109560.0,work,./ETRI_data_RP_png/user04/1599085500/RP/1599109560.png,user04,37.47768905000001,127.1224273
15580,1599980340.0,recreation_media,./ETRI_data_RP_png/user04/1599957060/RP/1599980340.png,user04,37.43510146666667,127.13833877499998
15584,1599980340.0,recreation_media,./ETRI_data_RP_png/user02/1599922800/RP/1599980340.png,user02,37.52986669166667,127.0374016
15587,1599980340.0,shop,./ETRI_data_RP_png/user12/1599951120/RP/1599980340.png,user12,37.54615207272727,127.01266006363636
15603,1598853900.0,work,./ETRI_data_RP_png/user04/1598828400/RP/1598853900.png,user04,37.4777324,127.12256090833333
15616,1601197860.0,household,./ETRI_data_RP_png/user04/1601163000/RP/1601197860.png,user04,37.43495915454545,127.13889356363636
15625,1600866780.0,socialising,./ETRI_data_RP_png/user04/1600816860/RP/1600866780.png,user04,37.43496503333333,127.13887949166669
15640,1599531780.0,travel,./ETRI_data_RP_png/user04/1599522960/RP/1599531780.png,user04,37.47680307999999,127.05781700499998
15646,1600077900.0,outdoor_act,./ETRI_data_RP_png/user04/1600035000/RP/1600077900.png,user04,37.4812407,127.14245295333336
15650,1600768560.0,meal,./ETRI_data_RP_png/user04/1600726800/RP/1600768560.png,user04,37.47782301818182,127.12469205454546
15657,1600768560.0,meal,./ETRI_data_RP_png/user02/1600700400/RP/1600768560.png,user02,37.51994463333333,127.03157185833336
15670,1601028600.0,outdoor_act,./ETRI_data_RP_png/user04/1600986000/RP/1601028600.png,user04,37.481275257142855,127.1422443809524
15681,1600076400.0,socialising,./ETRI_data_RP_png/user04/1600035000/RP/1600076400.png,user04,37.47880424736842,127.14182314736844
15684,1600658760.0,meal,./ETRI_data_RP_png/user02/1600614000/RP/1600658760.png,user02,37.52242453333333,127.03289797499998
15704,1600152000.0,work,./ETRI_data_RP_png/user04/1600122300/RP/1600152000.png,user04,37.47768138333333,127.12235075833333
15708,1599721200.0,work,./ETRI_data_RP_png/user04/1599690000/RP/1599721200.png,user04,37.47763582500001,127.12302883333332
15711,1600915440.0,work,./ETRI_data_RP_png/user04/1600899900/RP/1600915440.png,user04,37.47776650833333,127.12306509166666
15728,1599298380.0,recreation_etc,./ETRI_data_RP_png/user04/1599261300/RP/1599298380.png,user04,35.1420803,126.79403910833332
15735,1600325400.0,travel,./ETRI_data_RP_png/user04/1600294800/RP/1600325400.png,user04,37.43265942499999,127.121122725
15738,1601097600.0,personal_care,./ETRI_data_RP_png/user02/1601046000/RP/1601097600.png,user02,37.52976201428572,127.03754394285716
15743,1601097600.0,recreation_media,./ETRI_data_RP_png/user04/1601079300/RP/1601097600.png,user04,37.43496735,127.13892936666666
15752,1600857600.0,outdoor_act,./ETRI_data_RP_png/user04/1600816860/RP/1600857600.png,user04,37.481214300000005,127.1425941
15766,1599971520.0,meal,./ETRI_data_RP_png/user02/1599922800/RP/1599971520.png,user02,37.52976015454545,127.03756276363636
15771,1599971520.0,socialising,./ETRI_data_RP_png/user04/1599957060/RP/1599971520.png,user04,37.43495409166666,127.13886754166668
15784,1601610000.0,sleep,./ETRI_data_RP_png/user06/1601564400/RP/1601610000.png,user06,37.513617695,127.04575503
15793,1601196180.0,work,./ETRI_data_RP_png/user04/1601163000/RP/1601196180.png,user04,37.434982162500006,127.1388655375
15800,1601196180.0,entertainment,./ETRI_data_RP_png/user12/1601161800/RP/1601196180.png,user12,37.54612686666666,127.01275158888888
15822,1599016380.0,meal,./ETRI_data_RP_png/user02/1598972400/RP/1599016380.png,user02,37.52379401666666,127.03021488333331
15827,1599016380.0,travel,./ETRI_data_RP_png/user04/1599001800/RP/1599016380.png,user04,37.51691831000001,126.995078395
15834,1600831320.0,meal,./ETRI_data_RP_png/user02/1600786800/RP/1600831320.png,user02,37.52101338333333,127.028959225
15849,1600861260.0,outdoor_act,./ETRI_data_RP_png/user04/1600816860/RP/1600861260.png,user04,37.48121433333333,127.14260552500002
15859,1598943780.0,work,./ETRI_data_RP_png/user04/1598912400/RP/1598943780.png,user04,37.47777414166666,127.12279016666668
15874,1599972000.0,meal,./ETRI_data_RP_png/user02/1599922800/RP/1599972000.png,user02,37.52976206666667,127.03752428333333
15879,1599972000.0,socialising,./ETRI_data_RP_png/user04/1599957060/RP/1599972000.png,user04,37.43496620909091,127.13889212727273
15880,1601195220.0,entertainment,./ETRI_data_RP_png/user12/1601161800/RP/1601195220.png,user12,37.54612412222222,127.01275445555557
15893,1601195220.0,work,./ETRI_data_RP_png/user04/1601163000/RP/1601195220.png,user04,37.43497343333333,127.13889249166668
15912,1601009580.0,work,./ETRI_data_RP_png/user04/1600986000/RP/1601009580.png,user04,37.47791954285714,127.12266645238094
15915,1601009580.0,work,./ETRI_data_RP_png/user02/1600961640/RP/1601009580.png,user02,37.5215307,127.0327112625
15928,1599985860.0,work,./ETRI_data_RP_png/user02/1599922800/RP/1599985860.png,user02,37.52117476153846,127.03262335384616
15940,1601176680.0,socialising,./ETRI_data_RP_png/user04/1601163000/RP/1601176680.png,user04,37.43496076666667,127.13888487500002
15948,1599189420.0,work,./ETRI_data_RP_png/user04/1599174600/RP/1599189420.png,user04,37.52293418000001,127.060158045
15957,1599285540.0,shop,./ETRI_data_RP_png/user12/1599257400/RP/1599285540.png,user12,36.603026025,126.4332514916667
15963,1599285540.0,travel,./ETRI_data_RP_png/user04/1599261300/RP/1599285540.png,user04,35.28336975500001,126.468840725
15975,1601198520.0,household,./ETRI_data_RP_png/user04/1601163000/RP/1601198520.png,user04,37.43495697,127.1388866
15987,1599897420.0,travel,./ETRI_data_RP_png/user02/1599893100/RP/1599897420.png,user02,37.529778240000006,127.03756806666664
15998,1599897420.0,socialising,./ETRI_data_RP_png/user04/1599859800/RP/1599897420.png,user04,37.43495768571428,127.13887627857142
16005,1599534420.0,meal,./ETRI_data_RP_png/user04/1599522960/RP/1599534420.png,user04,37.43490595833333,127.13883959166668
16008,1600818540.0,travel,./ETRI_data_RP_png/user02/1600786800/RP/1600818540.png,user02,37.52968686190476,127.03725718571428
16014,1600818540.0,socialising,./ETRI_data_RP_png/user04/1600816860/RP/1600818540.png,user04,37.43492592307692,127.1388615153846
16034,1598864940.0,work,./ETRI_data_RP_png/user04/1598828400/RP/1598864940.png,user04,37.47768913333333,127.12240772499996
16037,1601105880.0,shop,./ETRI_data_RP_png/user12/1601076000/RP/1601105880.png,user12,37.56033811,126.98612547999998
16044,1601105880.0,socialising,./ETRI_data_RP_png/user04/1601079300/RP/1601105880.png,user04,37.43501380833333,127.138404925
16059,1600688160.0,outdoor_act,./ETRI_data_RP_png/user04/1600640400/RP/1600688160.png,user04,37.48121371818182,127.1426015818182
16065,1598961420.0,outdoor_act,./ETRI_data_RP_png/user04/1598912400/RP/1598961420.png,user04,37.43332894761905,127.13880330952382
16071,1600937880.0,work,./ETRI_data_RP_png/user04/1600899900/RP/1600937880.png,user04,37.477686058333326,127.12287543333332
16078,1599877860.0,shop,./ETRI_data_RP_png/user06/1599836400/RP/1599877860.png,user06,37.51652345238095,127.02051947619049
16085,1599877860.0,work,./ETRI_data_RP_png/user04/1599859800/RP/1599877860.png,user04,37.43495401,127.13889298
16093,1600140420.0,meal,./ETRI_data_RP_png/user04/1600122300/RP/1600140420.png,user04,37.43497491666667,127.138904925
16117,1600495620.0,work,./ETRI_data_RP_png/user04/1600470000/RP/1600495620.png,user04,37.434942775,127.138866125
16142,1600755720.0,work,./ETRI_data_RP_png/user04/1600726800/RP/1600755720.png,user04,37.477688475,127.12253840833333
16149,1599472860.0,travel,./ETRI_data_RP_png/user04/1599430860/RP/1599472860.png,user04,37.44528512,127.12685478999995
16155,1601004360.0,meal,./ETRI_data_RP_png/user02/1600961640/RP/1601004360.png,user02,37.52178988333333,127.03156531666664
16160,1601004360.0,meal,./ETRI_data_RP_png/user04/1600986000/RP/1601004360.png,user04,37.46380725833333,127.12696361666669
16186,1600848120.0,work,./ETRI_data_RP_png/user02/1600786800/RP/1600848120.png,user02,37.52151771818182,127.03269351818182
16192,1600848120.0,work,./ETRI_data_RP_png/user04/1600816860/RP/1600848120.png,user04,37.47779406666666,127.12260321666666
16200,1600044120.0,work,./ETRI_data_RP_png/user04/1600035000/RP/1600044120.png,user04,37.477703741666666,127.12240305833336
16205,1600579020.0,work,./ETRI_data_RP_png/user04/1600558200/RP/1600579020.png,user04,37.43492865454545,127.13886654545452
16212,1599709440.0,meal,./ETRI_data_RP_png/user04/1599690000/RP/1599709440.png,user04,37.464120935,127.12701466
16224,1600857420.0,outdoor_act,./ETRI_data_RP_png/user04/1600816860/RP/1600857420.png,user04,37.481213913333335,127.14258841333331
16234,1599130860.0,meal,./ETRI_data_RP_png/user04/1599085500/RP/1599130860.png,user04,37.434940125,127.13889396666669
16241,1599130860.0,work,./ETRI_data_RP_png/user02/1599058800/RP/1599130860.png,user02,37.521715882352936,127.03247755294116
16250,1599023760.0,work,./ETRI_data_RP_png/user04/1599001800/RP/1599023760.png,user04,37.47773395,127.122400375
16257,1599023760.0,work,./ETRI_data_RP_png/user02/1598972400/RP/1599023760.png,user02,37.5215652,127.03271234444443
16262,1601196360.0,work,./ETRI_data_RP_png/user04/1601163000/RP/1601196360.png,user04,37.434968095,127.13887799
16269,1601196360.0,entertainment,./ETRI_data_RP_png/user12/1601161800/RP/1601196360.png,user12,37.54613092222223,127.0127525111111
16286,1600497780.0,work,./ETRI_data_RP_png/user04/1600470000/RP/1600497780.png,user04,37.43495368333334,127.13887395
16310,1600221720.0,work,./ETRI_data_RP_png/user04/1600207800/RP/1600221720.png,user04,37.4776981,127.12253285
16316,1600600680.0,meal,./ETRI_data_RP_png/user02/1600592340/RP/1600600680.png,user02,37.52986634166666,127.03762025000005
16332,1600600680.0,outdoor_act,./ETRI_data_RP_png/user04/1600558200/RP/1600600680.png,user04,37.43254788636364,127.1378488
16338,1601200080.0,entertainment,./ETRI_data_RP_png/user12/1601161800/RP/1601200080.png,user12,37.555899695,127.00972454
16346,1601200080.0,meal,./ETRI_data_RP_png/user04/1601163000/RP/1601200080.png,user04,37.43496243333333,127.13889833333332
16355,1599043860.0,meal,./ETRI_data_RP_png/user04/1599001800/RP/1599043860.png,user04,37.43491788333333,127.13885773333334
16367,1601108760.0,shop,./ETRI_data_RP_png/user12/1601076000/RP/1601108760.png,user12,37.60970264444445,126.92891433333332
16386,1599379920.0,recreation_etc,./ETRI_data_RP_png/user04/1599347400/RP/1599379920.png,user04,37.43496498333333,127.138871425
16387,1599379920.0,entertainment,./ETRI_data_RP_png/user12/1599345000/RP/1599379920.png,user12,37.21865004166666,128.35002160833332
16398,1600778040.0,travel,./ETRI_data_RP_png/user04/1600726800/RP/1600778040.png,user04,37.46103239,127.125854175
16418,1600328880.0,work,./ETRI_data_RP_png/user04/1600294800/RP/1600328880.png,user04,37.43492048333333,127.138857325
16420,1601105400.0,shop,./ETRI_data_RP_png/user12/1601076000/RP/1601105400.png,user12,37.55932911,126.97951516
16434,1601105400.0,travel,./ETRI_data_RP_png/user02/1601046000/RP/1601105400.png,user02,37.5284666125,127.03679979375
16439,1601105400.0,socialising,./ETRI_data_RP_png/user04/1601079300/RP/1601105400.png,user04,37.435273315,127.13867005999998
16450,1600863480.0,travel,./ETRI_data_RP_png/user04/1600816860/RP/1600863480.png,user04,37.48120064444444,127.14237574444444
16463,1599975180.0,household,./ETRI_data_RP_png/user04/1599957060/RP/1599975180.png,user04,37.43496372727273,127.13888767272724
16470,1599975180.0,recreation_media,./ETRI_data_RP_png/user02/1599922800/RP/1599975180.png,user02,37.529991625,127.03758416666666
