ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity
1598849940.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598850000.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598850060.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598850120.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598850180.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598850240.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598850300.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598850360.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598850420.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598850480.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598850540.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598850600.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598850660.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598850720.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598850780.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598850840.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598850900.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598850960.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598851020.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598851080.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598851140.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598851200.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598851260.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598851320.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598851380.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598851440.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598851500.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598851560.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598851620.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598851680.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598851740.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598851800.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598851860.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598851920.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598851980.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598852040.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598852100.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598852160.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598852220.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598852280.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598852340.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598852400.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598852460.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598852520.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598852580.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598852640.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598852700.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598852760.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598852820.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598852880.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598852940.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598853000.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598853060.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598853120.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598853180.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598853240.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598853300.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598853360.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598853420.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598853480.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598853540.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598853600.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598853660.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598853720.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598853780.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598853840.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598853900.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598853960.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598854020.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598854080.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598854140.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598854200.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598854260.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598854320.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598854380.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598854440.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598854500.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598854560.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598854620.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598854680.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598854740.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598854800.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598854860.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598854920.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598854980.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598855040.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598855100.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598855160.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598855220.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598855280.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598855340.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598855400.0,work,211,,,WITH_MANY,3,2,workplace,5,4,4
1598855460.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598855520.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598855580.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598855640.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598855700.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598855760.0,work,211,,,WITH_MANY,3,2,workplace,5,4,4
1598855820.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598855880.0,work,211,,,WITH_MANY,3,2,workplace,5,4,4
1598855940.0,work,211,,,WITH_MANY,3,2,workplace,5,4,4
1598856000.0,work,211,,,WITH_MANY,3,2,workplace,5,4,2
1598856060.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598856120.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598856180.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598856240.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598856300.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598856360.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598856420.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598856480.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598856540.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598856600.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598856660.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598856720.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598856780.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598856840.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598856900.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598856960.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598857020.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598857080.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598857140.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598857200.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598857260.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598857320.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598857380.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598857440.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598857500.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598857560.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598857620.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598857680.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598857740.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598857800.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598857860.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598857920.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598857980.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598858040.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598858100.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598858160.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598858220.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598858280.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598858340.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598858400.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598858460.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598858520.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598858580.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598858640.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598858700.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598858760.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598858820.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598858880.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598858940.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598859000.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598859060.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598859120.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598859180.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598859240.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598859300.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598859360.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598859420.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598859480.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598859540.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598859600.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598859660.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598859720.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598859780.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598859840.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598859900.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598859960.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598860020.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598860080.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598860140.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598860200.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598860260.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598860320.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598860380.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598860440.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598860500.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598860560.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598860620.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598860680.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598860740.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598860800.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598860860.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598860920.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598860980.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598861040.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598861100.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598861160.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598861220.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598861280.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598861340.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598861400.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598861460.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598861520.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598861580.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598861640.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598861700.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598861760.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598861820.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598861880.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598861940.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598862000.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598862060.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598862120.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598862180.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598862240.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598862300.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598862360.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598862420.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598862480.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598862540.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598862600.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598862660.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598862720.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598862780.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598862840.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598862900.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598862960.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598863020.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598863080.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598863140.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598863200.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598863260.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598863320.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598863380.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598863440.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598863500.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598863560.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598863620.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598863680.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598863740.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598863800.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598863860.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598863920.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598863980.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598864040.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598864100.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598864160.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598864220.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598864280.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598864340.0,work,211,,,WITH_MANY,3,2,workplace,5,4,3
1598864400.0,travel,82,move_method,1,WITH_MANY,5,2,outdoor,3,5,3
1598864460.0,travel,82,move_method,1,WITH_MANY,5,2,outdoor,3,5,3
1598864520.0,travel,82,move_method,1,WITH_MANY,5,2,outdoor,3,5,3
1598864580.0,travel,82,move_method,1,WITH_MANY,5,2,outdoor,3,5,4
1598864640.0,travel,82,move_method,1,WITH_MANY,5,2,outdoor,3,5,3
1598864700.0,travel,82,move_method,1,WITH_MANY,5,2,outdoor,3,5,2
1598864760.0,travel,82,move_method,1,WITH_MANY,5,2,outdoor,3,5,4
1598864820.0,travel,82,move_method,1,WITH_MANY,5,2,outdoor,3,5,2
1598864880.0,travel,82,move_method,1,WITH_MANY,5,2,outdoor,3,5,2
1598864940.0,travel,82,move_method,1,WITH_MANY,5,2,outdoor,3,5,4
1598865000.0,travel,82,move_method,1,WITH_MANY,5,2,outdoor,3,5,2
1598865060.0,travel,82,move_method,1,WITH_MANY,5,2,outdoor,3,5,4
1598865120.0,travel,82,move_method,1,WITH_MANY,5,2,outdoor,3,5,2
1598865180.0,travel,82,move_method,1,WITH_MANY,5,2,outdoor,3,5,2
1598865240.0,travel,82,move_method,1,WITH_MANY,5,2,outdoor,3,5,4
1598865300.0,travel,82,move_method,1,WITH_MANY,5,2,outdoor,3,5,2
1598865360.0,travel,82,move_method,1,WITH_MANY,5,2,outdoor,3,5,4
1598865420.0,travel,82,move_method,1,WITH_MANY,5,2,outdoor,3,5,2
1598865480.0,travel,82,move_method,1,WITH_MANY,5,2,outdoor,3,5,2
1598865540.0,travel,82,move_method,1,WITH_MANY,5,2,outdoor,3,5,2
1598865600.0,travel,82,move_method,6,WITH_MANY,5,1,outdoor,5,4,4
1598865660.0,travel,82,move_method,6,WITH_MANY,5,1,outdoor,5,4,0
1598865720.0,travel,82,move_method,6,WITH_MANY,5,1,outdoor,5,4,3
1598865780.0,travel,82,move_method,6,WITH_MANY,5,1,outdoor,5,4,4
1598865840.0,travel,82,move_method,6,WITH_MANY,5,1,outdoor,5,4,0
1598865900.0,travel,82,move_method,6,WITH_MANY,5,1,outdoor,5,4,3
1598865960.0,travel,82,move_method,6,WITH_MANY,5,1,outdoor,5,4,4
1598866020.0,travel,82,move_method,6,WITH_MANY,5,1,outdoor,5,4,4
1598866080.0,travel,82,move_method,5,WITH_MANY,5,1,outdoor,5,3,2
1598866140.0,travel,82,move_method,5,WITH_MANY,5,1,outdoor,5,3,2
1598866200.0,travel,82,move_method,5,WITH_MANY,5,1,outdoor,5,3,2
1598866260.0,travel,82,move_method,5,WITH_MANY,5,1,outdoor,5,3,2
1598866320.0,travel,82,move_method,5,WITH_MANY,5,1,outdoor,5,3,4
1598866380.0,travel,82,move_method,5,WITH_MANY,5,1,outdoor,5,3,4
1598866440.0,travel,82,move_method,5,WITH_MANY,5,1,outdoor,5,3,4
1598866500.0,travel,82,move_method,5,WITH_MANY,5,1,outdoor,5,3,4
1598866560.0,travel,82,move_method,5,WITH_MANY,5,1,outdoor,5,3,3
1598866620.0,travel,82,move_method,1,WITH_MANY,5,1,outdoor,4,4,4
1598866680.0,travel,82,move_method,1,WITH_MANY,5,1,outdoor,4,4,2
1598866740.0,travel,82,move_method,1,WITH_MANY,5,1,outdoor,4,4,2
1598866800.0,travel,82,move_method,1,WITH_MANY,5,1,outdoor,4,4,2
1598866860.0,recreation_media,722,,,ALONE,,,home,5,3,2
1598866920.0,recreation_media,722,,,ALONE,,,home,5,3,4
1598866980.0,recreation_media,722,,,ALONE,,,home,5,3,3
1598867040.0,recreation_media,722,,,ALONE,,,home,5,3,3
1598867100.0,recreation_media,722,,,ALONE,,,home,5,3,2
1598867160.0,recreation_media,722,,,ALONE,,,home,5,3,3
1598867220.0,recreation_media,722,,,ALONE,,,home,5,3,4
1598867280.0,recreation_media,722,,,ALONE,,,home,5,3,3
1598867340.0,recreation_media,722,,,ALONE,,,home,5,3,3
1598867400.0,recreation_media,722,,,ALONE,,,home,5,3,3
1598867460.0,recreation_media,722,,,ALONE,,,home,5,3,3
1598867520.0,recreation_media,722,,,ALONE,,,home,5,3,3
1598867580.0,recreation_media,722,,,ALONE,,,home,5,3,3
1598867640.0,recreation_media,722,,,ALONE,,,home,5,3,3
1598867700.0,recreation_media,722,,,ALONE,,,home,5,3,3
1598867760.0,recreation_media,722,,,ALONE,,,home,5,3,3
1598867820.0,recreation_media,722,,,ALONE,,,home,5,3,3
1598867880.0,recreation_media,722,,,ALONE,,,home,5,3,3
1598867940.0,recreation_media,722,,,ALONE,,,home,5,3,3
1598868000.0,personal_care,132,,,ALONE,,,home,7,3,3
1598868060.0,personal_care,132,,,ALONE,,,home,7,3,3
1598868120.0,personal_care,132,,,ALONE,,,home,7,3,3
1598868180.0,personal_care,132,,,ALONE,,,home,7,3,3
1598868240.0,personal_care,132,,,ALONE,,,home,7,3,3
1598868300.0,personal_care,132,,,ALONE,,,home,7,3,3
1598868360.0,personal_care,132,,,ALONE,,,home,7,3,3
1598868420.0,personal_care,132,,,ALONE,,,home,7,3,3
1598868480.0,personal_care,132,,,ALONE,,,home,7,3,3
1598868540.0,personal_care,132,,,ALONE,,,home,7,3,3
1598868600.0,personal_care,132,,,ALONE,,,home,7,3,3
1598868660.0,personal_care,132,,,ALONE,,,home,7,3,3
1598868720.0,personal_care,132,,,ALONE,,,home,7,3,3
1598868780.0,personal_care,132,,,ALONE,,,home,7,3,3
1598868840.0,personal_care,132,,,ALONE,,,home,7,3,3
1598868900.0,personal_care,132,,,ALONE,,,home,7,3,3
1598868960.0,personal_care,132,,,ALONE,,,home,7,3,3
1598869020.0,personal_care,132,,,ALONE,,,home,7,3,3
1598869080.0,personal_care,132,,,ALONE,,,home,7,3,3
1598869140.0,personal_care,132,,,ALONE,,,home,7,3,3
1598869200.0,personal_care,132,,,ALONE,,,home,7,3,3
1598869260.0,personal_care,132,,,ALONE,,,home,7,3,3
1598869320.0,personal_care,132,,,ALONE,,,home,7,3,3
1598869380.0,personal_care,132,,,ALONE,,,home,7,3,3
1598869440.0,personal_care,132,,,ALONE,,,home,7,3,3
1598869500.0,personal_care,132,,,ALONE,,,home,7,3,3
1598869560.0,personal_care,132,,,ALONE,,,home,7,3,3
1598869620.0,personal_care,132,,,ALONE,,,home,7,3,3
1598869680.0,meal,121,meal_amount,1,ALONE,,,home,6,2,3
1598869740.0,meal,121,meal_amount,1,ALONE,,,home,6,2,3
1598869800.0,meal,121,meal_amount,1,ALONE,,,home,6,2,3
1598869860.0,meal,121,meal_amount,1,ALONE,,,home,6,2,3
1598869920.0,meal,121,meal_amount,1,ALONE,,,home,6,2,3
1598869980.0,meal,121,meal_amount,1,ALONE,,,home,6,2,3
1598870040.0,meal,121,meal_amount,1,ALONE,,,home,6,2,3
1598870100.0,meal,121,meal_amount,1,ALONE,,,home,6,2,3
1598870160.0,meal,121,meal_amount,1,ALONE,,,home,6,2,3
1598870220.0,meal,121,meal_amount,1,ALONE,,,home,6,2,3
1598870280.0,meal,121,meal_amount,1,ALONE,,,home,6,2,3
1598870340.0,meal,121,meal_amount,1,ALONE,,,home,6,2,3
1598870400.0,meal,121,meal_amount,1,ALONE,,,home,6,2,3
1598870460.0,meal,121,meal_amount,1,ALONE,,,home,6,2,3
1598870520.0,meal,121,meal_amount,1,ALONE,,,home,6,2,3
1598870580.0,meal,121,meal_amount,1,ALONE,,,home,6,2,3
1598870640.0,meal,121,meal_amount,1,ALONE,,,home,6,2,3
1598870700.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598870760.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598870820.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598870880.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598870940.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598871000.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598871060.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598871120.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598871180.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598871240.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598871300.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598871360.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598871420.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598871480.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598871540.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598871600.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598871660.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598871720.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598871780.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598871840.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598871900.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598871960.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598872020.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598872080.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598872140.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598872200.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598872260.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598872320.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598872380.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598872440.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598872500.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598872560.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598872620.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598872680.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598872740.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598872800.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598872860.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598872920.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598872980.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598873040.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598873100.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598873160.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598873220.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598873280.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598873340.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598873400.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598873460.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598873520.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598873580.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598873640.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598873700.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598873760.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598873820.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598873880.0,recreation_media,725,,,ALONE,,,home,7,6,3
