,ts,action,img_path
12346,1600773420.0,work,./train/data/user02/1600700400/RP/1600773420.png
6403,1600833720.0,recreation_etc,./train/data/user01/1600831800/RP/1600833720.png
22566,1600502100.0,travel,./train/data/user03/1600448400/RP/1600502100.png
30558,1599133500.0,outdoor_act,./train/data/user04/1599085500/RP/1599133500.png
270,1599301680.0,work,./train/data/user01/1599269580/RP/1599301680.png
15004,1599023460.0,meal,./train/data/user03/1598986800/RP/1599023460.png
12044,1600753860.0,work,./train/data/user02/1600700400/RP/1600753860.png
25569,1600925340.0,work,./train/data/user03/1600876800/RP/1600925340.png
34825,1599722340.0,work,./train/data/user04/1599690000/RP/1599722340.png
1647,1599570720.0,hobby,./train/data/user01/1599531660/RP/1599570720.png
17402,1599570000.0,recreation_etc,./train/data/user03/1599510360/RP/1599570000.png
8340,1601189040.0,travel,./train/data/user01/1601166300/RP/1601189040.png
11017,1599984300.0,work,./train/data/user02/1599922800/RP/1599984300.png
39529,1600259880.0,outdoor_act,./train/data/user04/1600207800/RP/1600259880.png
33592,1599458880.0,work,./train/data/user04/1599430860/RP/1599458880.png
43491,1600776360.0,work,./train/data/user04/1600726800/RP/1600776360.png
25312,1600838040.0,work,./train/data/user03/1600792200/RP/1600838040.png
12519,1600758360.0,work,./train/data/user02/1600700400/RP/1600758360.png
8561,1598928660.0,work,./train/data/user02/1598886000/RP/1598928660.png
3957,1600323840.0,travel,./train/data/user01/1600315920/RP/1600323840.png
15247,1599045000.0,recreation_media,./train/data/user03/1598986800/RP/1599045000.png
44371,1600857900.0,outdoor_act,./train/data/user04/1600816860/RP/1600857900.png
4068,1600343820.0,work,./train/data/user01/1600315920/RP/1600343820.png
34523,1599562800.0,outdoor_act,./train/data/user04/1599522960/RP/1599562800.png
7945,1601169600.0,travel,./train/data/user01/1601166300/RP/1601169600.png
30351,1599090180.0,work,./train/data/user04/1599085500/RP/1599090180.png
1531,1599448980.0,work,./train/data/user01/1599442080/RP/1599448980.png
26736,1601009580.0,work,./train/data/user03/1600963200/RP/1601009580.png
29829,1599034740.0,work,./train/data/user04/1599001800/RP/1599034740.png
9692,1599036120.0,work,./train/data/user02/1598972400/RP/1599036120.png
32610,1599364860.0,travel,./train/data/user04/1599347400/RP/1599364860.png
36142,1599904500.0,socialising,./train/data/user04/1599859800/RP/1599904500.png
46780,1601088780.0,recreation_media,./train/data/user04/1601079300/RP/1601088780.png
10146,1599102600.0,meal,./train/data/user02/1599058800/RP/1599102600.png
36771,1599873840.0,recreation_media,./train/data/user04/1599859800/RP/1599873840.png
555,1599292320.0,travel,./train/data/user01/1599269580/RP/1599292320.png
29821,1599018720.0,travel,./train/data/user04/1599001800/RP/1599018720.png
40606,1600433160.0,travel,./train/data/user04/1600380900/RP/1600433160.png
38822,1600159020.0,work,./train/data/user04/1600122300/RP/1600159020.png
43947,1600771140.0,work,./train/data/user04/1600726800/RP/1600771140.png
38815,1600145820.0,work,./train/data/user04/1600122300/RP/1600145820.png
14289,1601114280.0,personal_care,./train/data/user02/1601046000/RP/1601114280.png
15711,1599124200.0,household,./train/data/user03/1599058980/RP/1599124200.png
7131,1601013720.0,recreation_media,./train/data/user01/1601002200/RP/1601013720.png
14702,1598870460.0,sleep,./train/data/user03/1598818020/RP/1598870460.png
8384,1601187180.0,travel,./train/data/user01/1601166300/RP/1601187180.png
463,1599291720.0,travel,./train/data/user01/1599269580/RP/1599291720.png
4721,1600518120.0,meal,./train/data/user01/1600450920/RP/1600518120.png
11708,1600652940.0,work,./train/data/user02/1600614000/RP/1600652940.png
35417,1599824220.0,outdoor_act,./train/data/user04/1599776160/RP/1599824220.png
38890,1600164720.0,meal,./train/data/user04/1600122300/RP/1600164720.png
47269,1601177880.0,travel,./train/data/user04/1601163000/RP/1601177880.png
4235,1600338840.0,work,./train/data/user01/1600315920/RP/1600338840.png
2602,1599981360.0,personal_care,./train/data/user01/1599922800/RP/1599981360.png
19464,1600159080.0,travel,./train/data/user03/1600106400/RP/1600159080.png
27262,1601090220.0,recreation_etc,./train/data/user03/1601054580/RP/1601090220.png
21812,1600433220.0,recreation_etc,./train/data/user03/1600371000/RP/1600433220.png
45910,1601001720.0,work,./train/data/user04/1600986000/RP/1601001720.png
6384,1600863960.0,study,./train/data/user01/1600831800/RP/1600863960.png
37090,1600000560.0,recreation_media,./train/data/user04/1599957060/RP/1600000560.png
22574,1600500840.0,travel,./train/data/user03/1600448400/RP/1600500840.png
40976,1600402020.0,work,./train/data/user04/1600380900/RP/1600402020.png
14425,1598857680.0,work,./train/data/user03/1598818020/RP/1598857680.png
13156,1600844400.0,work,./train/data/user02/1600786800/RP/1600844400.png
1918,1599559200.0,travel,./train/data/user01/1599531660/RP/1599559200.png
46552,1601104980.0,socialising,./train/data/user04/1601079300/RP/1601104980.png
2652,1599927060.0,work,./train/data/user01/1599922800/RP/1599927060.png
28709,1598873700.0,outdoor_act,./train/data/user04/1598828400/RP/1598873700.png
22511,1600524480.0,recreation_media,./train/data/user03/1600448400/RP/1600524480.png
36009,1599917160.0,socialising,./train/data/user04/1599859800/RP/1599917160.png
28178,1598874180.0,outdoor_act,./train/data/user04/1598828400/RP/1598874180.png
6935,1601007480.0,meal,./train/data/user01/1601002200/RP/1601007480.png
17244,1599462120.0,recreation_media,./train/data/user03/1599422400/RP/1599462120.png
1526,1599446040.0,recreation_etc,./train/data/user01/1599442080/RP/1599446040.png
23676,1600679160.0,recreation_etc,./train/data/user03/1600635600/RP/1600679160.png
43343,1600680360.0,work,./train/data/user04/1600640400/RP/1600680360.png
161,1599288000.0,work,./train/data/user01/1599269580/RP/1599288000.png
39408,1600219800.0,work,./train/data/user04/1600207800/RP/1600219800.png
13201,1600823340.0,work,./train/data/user02/1600786800/RP/1600823340.png
44688,1600858200.0,outdoor_act,./train/data/user04/1600816860/RP/1600858200.png
21702,1600408680.0,work,./train/data/user03/1600371000/RP/1600408680.png
11978,1600656240.0,work,./train/data/user02/1600614000/RP/1600656240.png
44190,1600821180.0,work,./train/data/user04/1600816860/RP/1600821180.png
33475,1599473760.0,household,./train/data/user04/1599430860/RP/1599473760.png
36260,1599878940.0,work,./train/data/user04/1599859800/RP/1599878940.png
41734,1600475820.0,recreation_media,./train/data/user04/1600470000/RP/1600475820.png
11834,1600660860.0,work,./train/data/user02/1600614000/RP/1600660860.png
40949,1600429800.0,outdoor_act,./train/data/user04/1600380900/RP/1600429800.png
17270,1599571500.0,recreation_etc,./train/data/user03/1599510360/RP/1599571500.png
13186,1600832220.0,meal,./train/data/user02/1600786800/RP/1600832220.png
43990,1600755540.0,work,./train/data/user04/1600726800/RP/1600755540.png
30643,1599122160.0,work,./train/data/user04/1599085500/RP/1599122160.png
10002,1599103500.0,meal,./train/data/user02/1599058800/RP/1599103500.png
35612,1599780600.0,socialising,./train/data/user04/1599776160/RP/1599780600.png
9592,1599024600.0,work,./train/data/user02/1598972400/RP/1599024600.png
12219,1600734240.0,work,./train/data/user02/1600700400/RP/1600734240.png
12592,1600758660.0,work,./train/data/user02/1600700400/RP/1600758660.png
31982,1599304260.0,recreation_etc,./train/data/user04/1599261300/RP/1599304260.png
44873,1600935240.0,work,./train/data/user04/1600899900/RP/1600935240.png
7757,1601216520.0,recreation_media,./train/data/user01/1601166300/RP/1601216520.png
26956,1601090580.0,recreation_etc,./train/data/user03/1601054580/RP/1601090580.png
11791,1600649700.0,work,./train/data/user02/1600614000/RP/1600649700.png
14860,1598935560.0,meal,./train/data/user03/1598886300/RP/1598935560.png
30298,1599093240.0,work,./train/data/user04/1599085500/RP/1599093240.png
43383,1600769820.0,meal,./train/data/user04/1600726800/RP/1600769820.png
1076,1599450360.0,socialising,./train/data/user01/1599442080/RP/1599450360.png
7455,1601109840.0,recreation_media,./train/data/user01/1601085900/RP/1601109840.png
37222,1599965100.0,travel,./train/data/user04/1599957060/RP/1599965100.png
5041,1600503780.0,work,./train/data/user01/1600450920/RP/1600503780.png
2187,1599901620.0,meal,./train/data/user01/1599890820/RP/1599901620.png
19391,1600092960.0,hobby,./train/data/user03/1600020000/RP/1600092960.png
39549,1600216860.0,work,./train/data/user04/1600207800/RP/1600216860.png
16720,1599396300.0,recreation_media,./train/data/user03/1599328800/RP/1599396300.png
14314,1598870640.0,sleep,./train/data/user03/1598818020/RP/1598870640.png
39324,1600239300.0,work,./train/data/user04/1600207800/RP/1600239300.png
31467,1599218820.0,recreation_etc,./train/data/user04/1599174600/RP/1599218820.png
45795,1601027460.0,travel,./train/data/user04/1600986000/RP/1601027460.png
41231,1600498980.0,work,./train/data/user04/1600470000/RP/1600498980.png
32203,1599291240.0,meal,./train/data/user04/1599261300/RP/1599291240.png
21733,1600415460.0,household,./train/data/user03/1600371000/RP/1600415460.png
19674,1600143840.0,work,./train/data/user03/1600106400/RP/1600143840.png
37474,1599970440.0,socialising,./train/data/user04/1599957060/RP/1599970440.png
42108,1600567680.0,recreation_media,./train/data/user04/1600558200/RP/1600567680.png
15979,1599305220.0,shop,./train/data/user03/1599231660/RP/1599305220.png
41557,1600501260.0,work,./train/data/user04/1600470000/RP/1600501260.png
30589,1599096480.0,work,./train/data/user04/1599085500/RP/1599096480.png
30301,1599092700.0,work,./train/data/user04/1599085500/RP/1599092700.png
20194,1600226460.0,personal_care,./train/data/user03/1600192800/RP/1600226460.png
24807,1600738080.0,work,./train/data/user03/1600707600/RP/1600738080.png
40668,1600429380.0,outdoor_act,./train/data/user04/1600380900/RP/1600429380.png
18937,1600077240.0,personal_care,./train/data/user03/1600020000/RP/1600077240.png
20114,1600228800.0,personal_care,./train/data/user03/1600192800/RP/1600228800.png
46513,1601102460.0,recreation_media,./train/data/user04/1601079300/RP/1601102460.png
16615,1599402240.0,recreation_media,./train/data/user03/1599328800/RP/1599402240.png
25183,1600833840.0,work,./train/data/user03/1600792200/RP/1600833840.png
17978,1599616620.0,work,./train/data/user03/1599584400/RP/1599616620.png
20341,1600228560.0,personal_care,./train/data/user03/1600192800/RP/1600228560.png
40706,1600412220.0,work,./train/data/user04/1600380900/RP/1600412220.png
34175,1599557280.0,travel,./train/data/user04/1599522960/RP/1599557280.png
16541,1599390300.0,meal,./train/data/user03/1599328800/RP/1599390300.png
21989,1600518660.0,recreation_etc,./train/data/user03/1600448400/RP/1600518660.png
5989,1600618980.0,recreation_media,./train/data/user01/1600614000/RP/1600618980.png
6971,1601009640.0,meal,./train/data/user01/1601002200/RP/1601009640.png
43702,1600758780.0,work,./train/data/user04/1600726800/RP/1600758780.png
27744,1601193060.0,personal_care,./train/data/user03/1601141400/RP/1601193060.png
20712,1600352280.0,recreation_media,./train/data/user03/1600286400/RP/1600352280.png
37945,1600046520.0,work,./train/data/user04/1600035000/RP/1600046520.png
322,1599310560.0,travel,./train/data/user01/1599269580/RP/1599310560.png
6869,1601012460.0,recreation_media,./train/data/user01/1601002200/RP/1601012460.png
11141,1599975420.0,recreation_media,./train/data/user02/1599922800/RP/1599975420.png
45179,1600933860.0,work,./train/data/user04/1600899900/RP/1600933860.png
35865,1599779640.0,travel,./train/data/user04/1599776160/RP/1599779640.png
9134,1598930580.0,meal,./train/data/user02/1598886000/RP/1598930580.png
28617,1598851680.0,work,./train/data/user04/1598828400/RP/1598851680.png
31292,1599202260.0,work,./train/data/user04/1599174600/RP/1599202260.png
30149,1599110700.0,work,./train/data/user04/1599085500/RP/1599110700.png
40903,1600422480.0,travel,./train/data/user04/1600380900/RP/1600422480.png
41406,1600471620.0,recreation_etc,./train/data/user04/1600470000/RP/1600471620.png
39510,1600228980.0,work,./train/data/user04/1600207800/RP/1600228980.png
14266,1601112840.0,personal_care,./train/data/user02/1601046000/RP/1601112840.png
36822,1599868860.0,recreation_etc,./train/data/user04/1599859800/RP/1599868860.png
35688,1599823800.0,outdoor_act,./train/data/user04/1599776160/RP/1599823800.png
28544,1598852580.0,work,./train/data/user04/1598828400/RP/1598852580.png
45347,1600948440.0,household,./train/data/user04/1600899900/RP/1600948440.png
23127,1600601400.0,meal,./train/data/user03/1600533000/RP/1600601400.png
22482,1600494180.0,household,./train/data/user03/1600448400/RP/1600494180.png
17256,1599468120.0,household,./train/data/user03/1599422400/RP/1599468120.png
13066,1600824120.0,work,./train/data/user02/1600786800/RP/1600824120.png
45747,1601039100.0,socialising,./train/data/user04/1600986000/RP/1601039100.png
20928,1600324020.0,personal_care,./train/data/user03/1600286400/RP/1600324020.png
14911,1598934600.0,personal_care,./train/data/user03/1598886300/RP/1598934600.png
14156,1601083380.0,recreation_media,./train/data/user02/1601046000/RP/1601083380.png
2526,1600001520.0,recreation_media,./train/data/user01/1599922800/RP/1600001520.png
30011,1599021420.0,meal,./train/data/user04/1599001800/RP/1599021420.png
22223,1600483680.0,travel,./train/data/user03/1600448400/RP/1600483680.png
8316,1601215800.0,recreation_media,./train/data/user01/1601166300/RP/1601215800.png
27967,1601188980.0,recreation_media,./train/data/user03/1601141400/RP/1601188980.png
44471,1600859700.0,outdoor_act,./train/data/user04/1600816860/RP/1600859700.png
15824,1599105720.0,work,./train/data/user03/1599058980/RP/1599105720.png
22589,1600514820.0,recreation_etc,./train/data/user03/1600448400/RP/1600514820.png
11292,1599984600.0,work,./train/data/user02/1599922800/RP/1599984600.png
8702,1598947680.0,work,./train/data/user02/1598886000/RP/1598947680.png
26501,1601005020.0,work,./train/data/user03/1600963200/RP/1601005020.png
42270,1600603860.0,outdoor_act,./train/data/user04/1600558200/RP/1600603860.png
20760,1600326660.0,outdoor_act,./train/data/user03/1600286400/RP/1600326660.png
11755,1600657020.0,work,./train/data/user02/1600614000/RP/1600657020.png
9106,1598963640.0,work,./train/data/user02/1598886000/RP/1598963640.png
38161,1600081920.0,outdoor_act,./train/data/user04/1600035000/RP/1600081920.png
47410,1601184720.0,household,./train/data/user04/1601163000/RP/1601184720.png
28672,1598847000.0,travel,./train/data/user04/1598828400/RP/1598847000.png
8814,1598964180.0,work,./train/data/user02/1598886000/RP/1598964180.png
9158,1598922660.0,work,./train/data/user02/1598886000/RP/1598922660.png
17360,1599563280.0,household,./train/data/user03/1599510360/RP/1599563280.png
13736,1601109600.0,personal_care,./train/data/user02/1601046000/RP/1601109600.png
5845,1600574400.0,travel,./train/data/user01/1600527600/RP/1600574400.png
27408,1601123100.0,household,./train/data/user03/1601054580/RP/1601123100.png
38544,1600155780.0,work,./train/data/user04/1600122300/RP/1600155780.png
5506,1600597440.0,work,./train/data/user01/1600527600/RP/1600597440.png
11687,1600649220.0,work,./train/data/user02/1600614000/RP/1600649220.png
26049,1600924740.0,work,./train/data/user03/1600876800/RP/1600924740.png
21230,1600330740.0,outdoor_act,./train/data/user03/1600286400/RP/1600330740.png
37020,1599976800.0,household,./train/data/user04/1599957060/RP/1599976800.png
36640,1599861780.0,recreation_media,./train/data/user04/1599859800/RP/1599861780.png
35545,1599814260.0,socialising,./train/data/user04/1599776160/RP/1599814260.png
40708,1600430100.0,outdoor_act,./train/data/user04/1600380900/RP/1600430100.png
15430,1599023880.0,meal,./train/data/user03/1598986800/RP/1599023880.png
118,1598874300.0,work,./train/data/user01/1598832660/RP/1598874300.png
42265,1600571760.0,meal,./train/data/user04/1600558200/RP/1600571760.png
28007,1601189640.0,recreation_media,./train/data/user03/1601141400/RP/1601189640.png
19806,1600152960.0,travel,./train/data/user03/1600106400/RP/1600152960.png
12732,1600743780.0,meal,./train/data/user02/1600700400/RP/1600743780.png
32161,1599299820.0,recreation_etc,./train/data/user04/1599261300/RP/1599299820.png
7852,1601202360.0,recreation_media,./train/data/user01/1601166300/RP/1601202360.png
43347,1600691040.0,outdoor_act,./train/data/user04/1600640400/RP/1600691040.png
3169,1600005540.0,travel,./train/data/user01/1599922800/RP/1600005540.png
29955,1599028020.0,work,./train/data/user04/1599001800/RP/1599028020.png
22326,1600505400.0,recreation_etc,./train/data/user03/1600448400/RP/1600505400.png
33377,1599451860.0,work,./train/data/user04/1599430860/RP/1599451860.png
13786,1601113200.0,personal_care,./train/data/user02/1601046000/RP/1601113200.png
35955,1599796020.0,meal,./train/data/user04/1599776160/RP/1599796020.png
36620,1599915720.0,socialising,./train/data/user04/1599859800/RP/1599915720.png
25012,1600849560.0,work,./train/data/user03/1600792200/RP/1600849560.png
42881,1600659540.0,outdoor_act,./train/data/user04/1600640400/RP/1600659540.png
21904,1600402320.0,work,./train/data/user03/1600371000/RP/1600402320.png
41544,1600470780.0,recreation_etc,./train/data/user04/1600470000/RP/1600470780.png
29683,1599014460.0,travel,./train/data/user04/1599001800/RP/1599014460.png
1865,1599554580.0,study,./train/data/user01/1599531660/RP/1599554580.png
42379,1600592460.0,household,./train/data/user04/1600558200/RP/1600592460.png
37091,1599996780.0,personal_care,./train/data/user04/1599957060/RP/1599996780.png
16786,1599396180.0,recreation_media,./train/data/user03/1599328800/RP/1599396180.png
8484,1601212200.0,travel,./train/data/user01/1601166300/RP/1601212200.png
24090,1600752420.0,work,./train/data/user03/1600707600/RP/1600752420.png
23661,1600687980.0,recreation_media,./train/data/user03/1600635600/RP/1600687980.png
12139,1600755120.0,work,./train/data/user02/1600700400/RP/1600755120.png
30853,1599115680.0,work,./train/data/user04/1599085500/RP/1599115680.png
39050,1600225260.0,meal,./train/data/user04/1600207800/RP/1600225260.png
39224,1600260120.0,outdoor_act,./train/data/user04/1600207800/RP/1600260120.png
36910,1599982380.0,recreation_media,./train/data/user04/1599957060/RP/1599982380.png
27385,1601115720.0,recreation_media,./train/data/user03/1601054580/RP/1601115720.png
6420,1600864080.0,study,./train/data/user01/1600831800/RP/1600864080.png
996,1599463200.0,study,./train/data/user01/1599442080/RP/1599463200.png
16241,1599307980.0,recreation_media,./train/data/user03/1599231660/RP/1599307980.png
30219,1599095460.0,work,./train/data/user04/1599085500/RP/1599095460.png
24275,1600775460.0,outdoor_act,./train/data/user03/1600707600/RP/1600775460.png
17396,1599568620.0,recreation_media,./train/data/user03/1599510360/RP/1599568620.png
34610,1599723600.0,work,./train/data/user04/1599690000/RP/1599723600.png
8309,1601206920.0,household,./train/data/user01/1601166300/RP/1601206920.png
17760,1599632820.0,work,./train/data/user03/1599584400/RP/1599632820.png
47081,1601125260.0,socialising,./train/data/user04/1601079300/RP/1601125260.png
8402,1601204940.0,recreation_media,./train/data/user01/1601166300/RP/1601204940.png
41393,1600493220.0,work,./train/data/user04/1600470000/RP/1600493220.png
24787,1600735500.0,work,./train/data/user03/1600707600/RP/1600735500.png
20454,1600233120.0,work,./train/data/user03/1600192800/RP/1600233120.png
36581,1599885840.0,recreation_etc,./train/data/user04/1599859800/RP/1599885840.png
8735,1598953800.0,work,./train/data/user02/1598886000/RP/1598953800.png
42381,1600595820.0,socialising,./train/data/user04/1600558200/RP/1600595820.png
23520,1600677900.0,recreation_etc,./train/data/user03/1600635600/RP/1600677900.png
39484,1600252020.0,outdoor_act,./train/data/user04/1600207800/RP/1600252020.png
6482,1600849440.0,shop,./train/data/user01/1600831800/RP/1600849440.png
45646,1601019120.0,work,./train/data/user04/1600986000/RP/1601019120.png
24264,1600749420.0,travel,./train/data/user03/1600707600/RP/1600749420.png
29493,1598918100.0,work,./train/data/user04/1598912400/RP/1598918100.png
20972,1600341420.0,sleep,./train/data/user03/1600286400/RP/1600341420.png
11797,1600661220.0,work,./train/data/user02/1600614000/RP/1600661220.png
13497,1601017680.0,work,./train/data/user02/1600961640/RP/1601017680.png
12322,1600771260.0,meal,./train/data/user02/1600700400/RP/1600771260.png
16016,1599311520.0,recreation_media,./train/data/user03/1599231660/RP/1599311520.png
30050,1599022860.0,work,./train/data/user04/1599001800/RP/1599022860.png
39443,1600210020.0,personal_care,./train/data/user04/1600207800/RP/1600210020.png
8854,1598921760.0,work,./train/data/user02/1598886000/RP/1598921760.png
14778,1598937540.0,work,./train/data/user03/1598886300/RP/1598937540.png
42895,1600649700.0,work,./train/data/user04/1600640400/RP/1600649700.png
4768,1600509540.0,recreation_media,./train/data/user01/1600450920/RP/1600509540.png
17779,1599609720.0,work,./train/data/user03/1599584400/RP/1599609720.png
22791,1600613640.0,recreation_media,./train/data/user03/1600533000/RP/1600613640.png
43396,1600752300.0,work,./train/data/user04/1600726800/RP/1600752300.png
6643,1600863000.0,travel,./train/data/user01/1600831800/RP/1600863000.png
25231,1600816140.0,travel,./train/data/user03/1600792200/RP/1600816140.png
38221,1600053180.0,meal,./train/data/user04/1600035000/RP/1600053180.png
24749,1600753500.0,work,./train/data/user03/1600707600/RP/1600753500.png
24703,1600745640.0,work,./train/data/user03/1600707600/RP/1600745640.png
18113,1599980700.0,travel,./train/data/user03/1599928800/RP/1599980700.png
33940,1599447540.0,work,./train/data/user04/1599430860/RP/1599447540.png
35129,1599725760.0,work,./train/data/user04/1599690000/RP/1599725760.png
39335,1600247520.0,work,./train/data/user04/1600207800/RP/1600247520.png
12797,1600823040.0,work,./train/data/user02/1600786800/RP/1600823040.png
3758,1600074540.0,recreation_media,./train/data/user01/1600013400/RP/1600074540.png
24099,1600733940.0,meal,./train/data/user03/1600707600/RP/1600733940.png
45650,1601020860.0,work,./train/data/user04/1600986000/RP/1601020860.png
16170,1599311460.0,recreation_media,./train/data/user03/1599231660/RP/1599311460.png
31937,1599294780.0,travel,./train/data/user04/1599261300/RP/1599294780.png
33695,1599453120.0,work,./train/data/user04/1599430860/RP/1599453120.png
43903,1600777500.0,travel,./train/data/user04/1600726800/RP/1600777500.png
46136,1601012940.0,work,./train/data/user04/1600986000/RP/1601012940.png
2671,1599994080.0,travel,./train/data/user01/1599922800/RP/1599994080.png
31302,1599196320.0,work,./train/data/user04/1599174600/RP/1599196320.png
30489,1599104700.0,meal,./train/data/user04/1599085500/RP/1599104700.png
25001,1600848180.0,work,./train/data/user03/1600792200/RP/1600848180.png
26311,1600990980.0,travel,./train/data/user03/1600963200/RP/1600990980.png
10771,1599896160.0,travel,./train/data/user02/1599893100/RP/1599896160.png
15653,1599129060.0,meal,./train/data/user03/1599058980/RP/1599129060.png
44056,1600746840.0,work,./train/data/user04/1600726800/RP/1600746840.png
33441,1599461160.0,work,./train/data/user04/1599430860/RP/1599461160.png
14293,1601104440.0,travel,./train/data/user02/1601046000/RP/1601104440.png
23606,1600686060.0,recreation_media,./train/data/user03/1600635600/RP/1600686060.png
16367,1599304740.0,meal,./train/data/user03/1599231660/RP/1599304740.png
38783,1600139040.0,household,./train/data/user04/1600122300/RP/1600139040.png
5826,1600533240.0,household,./train/data/user01/1600527600/RP/1600533240.png
29513,1599048420.0,recreation_etc,./train/data/user04/1599001800/RP/1599048420.png
15853,1599199500.0,recreation_etc,./train/data/user03/1599147360/RP/1599199500.png
46153,1600994880.0,work,./train/data/user04/1600986000/RP/1600994880.png
39037,1600153500.0,work,./train/data/user04/1600122300/RP/1600153500.png
40869,1600403160.0,work,./train/data/user04/1600380900/RP/1600403160.png
3795,1600104540.0,travel,./train/data/user01/1600095660/RP/1600104540.png
10443,1599208860.0,work,./train/data/user02/1599146220/RP/1599208860.png
45598,1600995720.0,work,./train/data/user04/1600986000/RP/1600995720.png
11152,1599983940.0,travel,./train/data/user02/1599922800/RP/1599983940.png
12828,1600835040.0,work,./train/data/user02/1600786800/RP/1600835040.png
43224,1600646160.0,work,./train/data/user04/1600640400/RP/1600646160.png
5598,1600535460.0,recreation_etc,./train/data/user01/1600527600/RP/1600535460.png
4305,1600334460.0,work,./train/data/user01/1600315920/RP/1600334460.png
40184,1600298580.0,personal_care,./train/data/user04/1600294800/RP/1600298580.png
13412,1601007240.0,work,./train/data/user02/1600961640/RP/1601007240.png
12565,1600742640.0,work,./train/data/user02/1600700400/RP/1600742640.png
986,1599463920.0,study,./train/data/user01/1599442080/RP/1599463920.png
13759,1601105280.0,travel,./train/data/user02/1601046000/RP/1601105280.png
15361,1599040620.0,meal,./train/data/user03/1598986800/RP/1599040620.png
3189,1600074900.0,recreation_media,./train/data/user01/1600013400/RP/1600074900.png
10548,1599910680.0,sleep,./train/data/user02/1599893100/RP/1599910680.png
23492,1600671240.0,outdoor_act,./train/data/user03/1600635600/RP/1600671240.png
19528,1600153080.0,travel,./train/data/user03/1600106400/RP/1600153080.png
23511,1600683960.0,household,./train/data/user03/1600635600/RP/1600683960.png
33043,1599389520.0,household,./train/data/user04/1599347400/RP/1599389520.png
18492,1599987600.0,socialising,./train/data/user03/1599928800/RP/1599987600.png
6049,1600615080.0,meal,./train/data/user01/1600614000/RP/1600615080.png
13239,1601014620.0,work,./train/data/user02/1600961640/RP/1601014620.png
18751,1600068180.0,outdoor_act,./train/data/user03/1600020000/RP/1600068180.png
1871,1599539040.0,study,./train/data/user01/1599531660/RP/1599539040.png
35403,1599705240.0,travel,./train/data/user04/1599690000/RP/1599705240.png
37168,1599997440.0,personal_care,./train/data/user04/1599957060/RP/1599997440.png
36300,1599895680.0,socialising,./train/data/user04/1599859800/RP/1599895680.png
9252,1599042180.0,work,./train/data/user02/1598972400/RP/1599042180.png
28843,1598921520.0,work,./train/data/user04/1598912400/RP/1598921520.png
37208,1599967560.0,travel,./train/data/user04/1599957060/RP/1599967560.png
46465,1601105280.0,socialising,./train/data/user04/1601079300/RP/1601105280.png
7025,1601042580.0,recreation_media,./train/data/user01/1601002200/RP/1601042580.png
34720,1599718740.0,work,./train/data/user04/1599690000/RP/1599718740.png
27124,1601104200.0,recreation_media,./train/data/user03/1601054580/RP/1601104200.png
44732,1600863900.0,travel,./train/data/user04/1600816860/RP/1600863900.png
31590,1599208680.0,work,./train/data/user04/1599174600/RP/1599208680.png
10257,1599125160.0,meal,./train/data/user02/1599058800/RP/1599125160.png
6754,1601037840.0,meal,./train/data/user01/1601002200/RP/1601037840.png
11426,1600599540.0,household,./train/data/user02/1600592340/RP/1600599540.png
24999,1600824000.0,work,./train/data/user03/1600792200/RP/1600824000.png
31899,1599299940.0,recreation_etc,./train/data/user04/1599261300/RP/1599299940.png
21826,1600406940.0,work,./train/data/user03/1600371000/RP/1600406940.png
8788,1598953980.0,work,./train/data/user02/1598886000/RP/1598953980.png
7478,1601115840.0,hobby,./train/data/user01/1601085900/RP/1601115840.png
24016,1600746600.0,work,./train/data/user03/1600707600/RP/1600746600.png
19172,1600065720.0,travel,./train/data/user03/1600020000/RP/1600065720.png
41995,1600609200.0,socialising,./train/data/user04/1600558200/RP/1600609200.png
43776,1600779240.0,outdoor_act,./train/data/user04/1600726800/RP/1600779240.png
18234,1600006080.0,recreation_media,./train/data/user03/1599928800/RP/1600006080.png
34221,1599551580.0,work,./train/data/user04/1599522960/RP/1599551580.png
40702,1600387440.0,work,./train/data/user04/1600380900/RP/1600387440.png
42082,1600607460.0,socialising,./train/data/user04/1600558200/RP/1600607460.png
17902,1599634020.0,work,./train/data/user03/1599584400/RP/1599634020.png
11295,1599981240.0,personal_care,./train/data/user02/1599922800/RP/1599981240.png
46204,1600999500.0,work,./train/data/user04/1600986000/RP/1600999500.png
37380,1599991320.0,household,./train/data/user04/1599957060/RP/1599991320.png
9842,1599114000.0,work,./train/data/user02/1599058800/RP/1599114000.png
36607,1599897900.0,personal_care,./train/data/user04/1599859800/RP/1599897900.png
25225,1600846860.0,work,./train/data/user03/1600792200/RP/1600846860.png
9167,1598938440.0,work,./train/data/user02/1598886000/RP/1598938440.png
32205,1599297060.0,recreation_etc,./train/data/user04/1599261300/RP/1599297060.png
3608,1600094640.0,meal,./train/data/user01/1600013400/RP/1600094640.png
7711,1601131440.0,recreation_media,./train/data/user01/1601085900/RP/1601131440.png
45549,1600997640.0,work,./train/data/user04/1600986000/RP/1600997640.png
35535,1599781080.0,socialising,./train/data/user04/1599776160/RP/1599781080.png
36958,1599988020.0,meal,./train/data/user04/1599957060/RP/1599988020.png
2150,1599896220.0,hobby,./train/data/user01/1599890820/RP/1599896220.png
46531,1601105760.0,socialising,./train/data/user04/1601079300/RP/1601105760.png
